name,reading,meaning
金盃,きんぱい,金製または金めっきのさかずき。
金蠅,きんばえ,１ クロバエ科のハエ。体長約1センチで、黄金緑色。動物の死体などに好んで集まり、足についた汚物が伝染病を媒介したりする。２ クロバエ科のうち、体が金緑色ないし青緑色の光沢のあるハエの総称。幼虫はさしとよばれ、釣りの餌にされる。あおばえ。ぎんばえ。
金秤,きんばかり,金や薬など貴重なものの微少量を量るための棹秤(さおばかり)。5匁(もんめ)すなわち18.75グラムを最大限度とする。
金箔,きんぱく,１ 金の薄板を槌(つち)でたたいて薄紙のように延ばしたもの。２ 実質以上によく見せかけた外見。また、りっぱな肩書きや身分。
金帛,きんぱく,金と絹。金銭と布帛(ふはく)。
禁伐,きんばつ,山林などの樹木の伐採を禁止すること。
金髪,きんぱつ,金色の髪の毛。ブロンド。
金鳩,きんばと,ハト科の鳥。全長約25センチ。くちばしが赤、ほおから腹にかけては紫褐色、背は緑色で金属光沢がある。インド・ミャンマー・中国南部に分布。日本では八重山諸島にすみ、天然記念物。
金腹,きんぱら,カエデチョウ科の鳥。全長11センチくらい。頭から胸までは黒色のほかは粟色。東南アジアの原産。飼い鳥。
勤番,きんばん,交代で勤務すること。また、その番。
禁秘,きんぴ,１ 堅く秘密にして、決して見せないこと。２ 宮中の秘密。
金肥,きんぴ,金銭を払って買う肥料。化学肥料などのこと。自給肥料に対していう。かねごえ。
金風,きんぷう,秋の風。秋風。
金襖,きんぶすま,１ 地紙全体に金箔(きんぱく)をおいた襖。２ 操り芝居または歌舞伎で、御殿や城中の場を仕組んだ時代物で、舞台一面に金襖の道具立てを用いる作品。また、その段や場。「伽羅(めいぼく)先代萩」の「御殿」など。
金縁,きんぶち,金製、または金色の縁。
金鮒,きんぶな,フナの一亜種。全長15～20センチ。フナ類中最も体高が低く、筒形に近い。体色は黄褐色から赤褐色。本州の関東以北の池沼に分布。関東では、きんたろうとよぶ。食用。
金分,きんぶん,純金の含まれている割合。
金文,きんぶん,鉄器・銅器など金属器に刻まれた文字や文。特に、中国、殷(いん)・周時代の青銅器に鋳刻された銘文をいう。
金粉,きんぷん,金の粉末。また、金色の粉末。蒔絵(まきえ)などに用いる。
禁兵,きんぺい,禁裏を守護する兵。近衛兵(このえへい)。
金碧,きんぺき,金色と青緑色。
近傍,きんぼう,１ 近辺。付近。２ 幾何学で、点Pを中心として任意の半径で円を描いたとき、その円内の点全体の集合をPの近傍という。
禁法,きんぽう,禁制の法令。法度(はっと)。禁令。
筋膜,きんまく,個々の筋または筋群を包む膜。結合組織からなる。筋を保護し、他の筋の起始・付着点ともなる。筋外膜。
菌膜,きんまく,微生物が自身の産生する粘液とともに作る膜状の集合体。口腔の歯垢のほか、干潟の泥や川石の表面などに形成される膜などを指す。微生物膜。
斤目,きんめ,斤を単位として量った物の重さ。また、目方。量目。
金眼,きんめ,１ 猫などで、目の色が金色のもの。２ キンメダイ目キンメダイ科の海水魚。全長約40センチ。深海にすみ、体は長楕円形で側扁し、全身が朱または紅色。目が大きくて金色に輝く。本州中部以南に分布。食用。
金紋,きんもん,金箔(きんぱく)・金漆で描いた家紋。江戸時代、大名が家格により挟み箱のふたに描くのを許された。
禁野,きんや,天皇の狩り場として、一般人の狩猟を禁じた野。標野(しめの)。大和の宇陀野、河内の交野(かたの)など。
緊要,きんよう,非常に重要なこと。差し迫って必要なこと。また、そのさま。
金曜,きんよう,週の第6日。木曜の次の日。金曜日。
金葉,きんよう,金を紙のように薄く打ち延ばしたもの。
近来,きんらい,近ごろ。最近。副詞的にも用いる。
金蘭,きんらん,１ 非常に親密な交わり。非常に厚い友情。２ ラン科の多年草。低山の木陰に生える。高さ約50センチ。葉は互生し、披針形で粗い縦じわがある。春、黄色の花を総状に10個ほどつける。
金襴,きんらん,綾地または繻子地(しゅすじ)に金糸で文様を織り出した織物。袈裟(けさ)・能装束・帯地・袋物・表装などに用いる。
禁裏,きんり,１ 天皇の住居。皇居。禁中。御所。２ 天皇。禁裏様。
禁裡,きんり,１ 天皇の住居。皇居。禁中。御所。２ 天皇。禁裏様。
禽竜,きんりゅう,鳥盤目の恐竜。体長約9メートル。前肢の親指は鋭い角質でおおわれ、草食性で、後ろ足で立って歩行。中生代白亜紀前期に栄え、化石はベルギー産のものが有名。
斤量,きんりょう,１ はかりで量った重さ。目方。量目。斤目。２ 競馬で、出走馬に課せられる負担重量。
金力,きんりょく,金銭の人を動かす力。金銭の威力。金の力。
錦鱗,きんりん,色彩の美しい魚。
菌輪,きんりん,キノコの菌糸が土中に放射状に広がり、その先に子実体を生じるため、輪を描いたように生えるキノコ。欧米では妖精が踊った所といわれ、フェアリーリングまたはフェアリーサークルとよぶ。妖精の輪。菌環。
金鱗,きんりん,金色のうろこ。また、美しい魚。
金縷,きんる,金の糸。また、金色の糸。
菌類,きんるい,カビ・キノコとよばれる真菌類のほか、細菌・粘菌などを含めた生物の一群。葉緑素をもたず、寄生や腐生で生活し、胞子や分裂・出芽で増える。生物を動物・植物の二界に分けるときは植物に含めるが、独立の菌界を立てることも行われる。
禁令,きんれい,ある行為を禁止する法令。
金鈴,きんれい,１ 金製のすず。金色のすず。２ 橘(たちばな)の実のたとえ。
勤労,きんろう,１ 心身を労して仕事にはげむこと。２ 賃金をもらって一定の仕事に従事すること。
金鑞,きんろう,金・銀・銅・亜鉛・カドミウムなどからなる合金。金製品の接合に使う。
謹話,きんわ,つつしんで話をすること。また、その話。もと、皇室関係のことを述べる場合に話し手の名前などのあとにつけて用いた語。
区域,くいき,くぎられた一定範囲の場所。
空位,くうい,１ ある地位にだれもついていないこと。また、その地位。２ 名ばかりの位。３ 空いている座席。空席。
空間,くうかん,１ 物体が存在しないで空いている所。また、あらゆる方向への広がり。２ 哲学で、時間とともにあらゆる事象の根本的な存在形式。それ自体は全方向への無限の延長として表象される。３ 数学で、理論で考える前提としての一つの定まった集合。その要素（元）を点とよぶ。普通は三次元のユークリッド空間をいう。４ 物理学で、物体が存在し、現象の起こる場所。古典物理学では三次元のユークリッド空間をさしたが、相対性理論により空間と時間との不可分な相関性が知られてからは四次元のリーマン空間も導入された。
空気,くうき,地球を包む大気圏の下層部分を構成する無色透明な混合気体。
空港,くうこう,１ 地球を包む大気圏の下層部分を構成する無色透明な混合気体。高度数十キロまでは、水蒸気を除くと組成がほぼ一定で、体積比で窒素78.09、酸素20.95、アルゴン0.93、二酸化炭素0.03のほかネオン・ヘリウムなどを含む。乾燥空気1リットルの重さはセ氏零度、1気圧のとき1.293グラム。２ その場の雰囲気。
空撮,くうさつ,空中から撮影すること。
空室,くうしつ,１ アパートなどで、人の住んでいない部屋。あきべや。２ ホテルなどで、泊まり客のない部屋。あきべや。
空車,くうしゃ,１ 乗客や貨物などをのせていない営業用の車。また、客を乗せないで走っているタクシーの表示。あきぐるま。からぐるま。２ 駐車場などで車を停める空きがあること。
空席,くうせき,１ 空いている座席。２ 欠員となっている職や地位。
空前,くうぜん,今までに例を見ないこと。未曽有(みぞう)。
空想,くうそう,現実にはあり得ないような事柄を想像すること。
空中,くうちゅう,大空の中。そら。なかぞら。
空転,くうてん,１ 車輪などがむだに回転すること。からまわり。２ 何の成果もないまま、物事がむだに進行すること。
空洞,くうどう,ほらあな。洞穴。また、内部がうつろになっていること。また、その部分。
空白,くうはく,１ 書類などの書き込むべきところに、何も書いてないこと。また、その部分。２ 継続しているものの一部分が欠けていること。何も存在しないこと。また、そのさま。ブランク。
空腹,くうふく,腹が減ること。すきばら。
空砲,くうほう,実弾をこめていない銃砲。また、空包を発射すること。
空欄,くうらん,文字が書いてない空白の欄。
空論,くうろん,現実とかけ離れた、役に立たない議論・理屈。
苦役,くえき,１ 苦しい肉体労働。２ 懲役、また徒刑のこと。３ 旧陸軍で、兵士に科した懲罰の一。一定期間、外出を禁じ、営内の雑役に当たらせるもの。
区画,くかく,土地などをいくつかの部分に区切ること。また、その区切った一つ一つ。
区間,くかん,１ 道路や鉄道などの、ある地点と他の地点との間。２ 数学で、実数の集合の中のある限られた範囲。
苦境,くきょう,苦しい境遇。苦しい立場。
苦行,くぎょう,１ つらさに耐えて仕事をすること。２ 仏語。激しく肉体を苦しめる行いによって精神を浄化し、悟りを得ようとする修行。
九九,くく,1から9までの数を互いに掛け合わせた数の一覧表。また、その唱え方。
供花,くげ,仏または死者に花を供えること。また、その花。くうげ。
苦言,くげん,本人のためを思い、言いにくいところまであえて言って、いさめる言葉。
草陰,くさかげ,茂った草の陰。草むらの中。
草木,くさき,草と木。そうもく。
草地,くさち,草が一面に生えている土地。
草花,くさばな,花の咲く草。また、草に咲く花。
草原,くさはら,草の茂っている野原。
楔形,くさびがた,一端が広く他端に至るにしたがってしだいに狭くなっている、楔に似た形。
駆使,くし,１ 追いたてて使うこと。こき使うこと。２ 自由自在に使いこなすこと。
籤運,くじうん,よいくじに当たるかどうかの運。
苦汁,くじゅう,にがい汁。つらい経験。
苦渋,くじゅう,１ にがくてしぶいこと。２ 苦しみ悩むこと。また、そのさま。
駆除,くじょ,害を与えるものを追い払うこと。
苦笑,くしょう,他人または自分の行動やおかれた状況の愚かしさ・こっけいさに、不快感やとまどいの気持ちをもちながら、しかたなく笑うこと。
苦情,くじょう,１ 他から害や不利益などをこうむっていることに対する不平・不満。また、それを表した言葉。２ 苦しい事情。
苦心,くしん,物事を成し遂げようといろいろ試みたり考えたりして苦労すること。
屑籠,くずかご,紙くずなどを捨てるかご。屑入れ。
屑鉄,くずてつ,１ 鉄製品を作るときに出る鉄のくず。２ 廃物の鉄製品。鉄スクラップ。
薬代,くすりだい,病院や薬局に支払う薬の代金。また、治療費。
薬箱,くすりばこ,１ 薬を入れる箱。２ 医者が往診するとき、薬品を入れて持ち歩いた箱。薬籠(やくろう)。
癖毛,くせげ,妙に曲がったり、一部分だけ逆立ったりして生える、癖のある毛髪。
苦節,くせつ,逆境にあっても、自分の信念や態度を固く守りとおす心。
曲者,くせもの,１ 盗賊などの怪しい者。２ ひと癖あって、したたかな人物。３ 表面には現れていない何かがありそうで、油断できないこと。４ 普通とは違った人物。なみなみでない人。
苦戦,くせん,１ 相手が強く、不利な状況で苦しい戦いをすること。２ 物事をなしとげるために苦しみながら努力すること。
糞力,くそぢから,並み外れて強い力。ばかぢから。
果物,くだもの,１ 木および草の実で、多汁でふつう甘味があり、食用になるもの。果実。水菓子。フルーツ。２ 柑子(こうじ)をいう女房詞。３ 菓子。間食用の食物。４ 酒のさかな。
口裏,くちうら,言葉や話し方に隠されているもの。また、その人の心の中がうかがえるような、言葉や話し方。
口絵,くちえ,書物・雑誌の巻頭、または本文の前に掲載される絵や写真。
口数,くちかず,１ ものを言う回数。ことばかず。２ 食べ物を用意しなければならない人の数。３ 一口単位で集める寄付や資金などの数。
駆逐,くちく,１ 追い払うこと。２ 馬や車などで追いかけること。
口癖,くちぐせ,癖のようにいつも言うこと。また、その言葉。
口口,くちぐち,１ 大ぜいの人がそれぞれ口に出して言うこと。２ あちらこちらの出入り口。
口車,くちぐるま,口先だけの巧みな言いまわし。
口先,くちさき,１ 口の先端。２ 本心でないうわべだけの言葉。ただ口でだけ言っている言葉。また、ものの言い方。
口火,くちび,１ ガス器具の点火に使う種火たねび。パイロット-バーナー。１ 爆発物や火縄銃の点火に使う火。１ （比喩的に）物事が起こるきっかけ。
口髭,くちひげ,鼻の下に生やしたひげ。
口笛,くちぶえ,唇をすぼめ、または指を口に当てたり入れたりして息を強く吹き、笛のような音を出すこと。また、その音。
口紅,くちべに,１ 化粧のために唇に塗る紅。ルージュ。２ 器物の縁、特に陶磁器の口縁を赤く彩色すること。また、彩色したもの。
駆虫,くちゅう,寄生虫や害虫を駆除すること。除虫。
口調,くちょう,１ 口に出したときの言葉の調子。２ ものの言い方のようす。声の出し方や言葉の使い方などに表れた特徴。
靴跡,くつあと,地面などに残された靴底のあと。
苦痛,くつう,からだや心に感じる苦しみや痛み。
靴音,くつおと,靴で歩く足音。
究竟,くっきょう,１ きわめて力の強いこと。すぐれていること。また、そのさま。屈強。２ たいへん好都合であること。また、そのさま。あつらえむき。３ つまるところ。結局。畢竟(ひっきょう)。
掘削,くっさく,地盤や岩盤を掘り取ったり削り取ったりすること。また、掘って穴をあけること。
屈指,くっし,１ 多くの中から特に指を折って数えあげられるほどにすぐれていること。指折り。２ 指を曲げること。指を折って数えること。
靴下,くつした,靴をはくときなどに、足に直接つける衣料。ストッキング・ソックスなど。
屈辱,くつじょく,屈服させられて恥ずかしい思いをさせられること。はずかしめられて、面目を失うこと。
屈伸,くっしん,曲げたり伸ばしたりすること。かがんだり伸びたりすること。伸び縮み。
屈折,くっせつ,１ 折れ曲がること。２ 物の考え方やその表現などが素直でなく、わかりにくいところがあること。３ 光や音などの波動が、ある媒質から他の媒質に進むとき、その境界面で進行方向を変えること。
屈託,くったく,１ ある一つのことばかりが気にかかって他のことが手につかないこと。くよくよすること。２ 疲れて飽きること。また、することもなく、退屈すること。
屈伏,くっぷく,１ 相手の強さ・勢いに負けて従うこと。力尽きて服従すること。２ 相手を敬い平伏すること。
句点,くてん,文の終わりを示す
苦闘,くとう,１ 強敵などを相手に必死に戦うこと。苦しいたたかい。苦戦。２ 困難にうちかとうとして必死になって努力すること。
駆動,くどう,動力を伝えて動かすこと。
区内,くない,１ 区画された範囲の中。２ 行政上の、ある一定の区域内。
苦難,くなん,苦しみや困難。
苦肉,くにく,敵を欺くために自分の身や味方を苦しめること。
国境,くにざかい,国と国との境。こっきょう。
国元,くにもと,１ その人の郷里。故郷。２ 大名の領地。本国。
苦悩,くのう,あれこれ苦しみ悩むこと。
首筋,くびすじ,首の後ろの部分。くびねっこ。うなじ。えりくび。
首丈,くびだけ,１ 足元から首までの高さ。また、物事が多くつもるさま。２ ある思いに深くとらわれること。特に、異性に心をひかれ夢中になること。また、そのさま。
首輪,くびわ,１ 犬や猫の首にはめる輪。２ 装飾として首にかける輪。ネックレス。首飾り。３ 星新一のショートショート作品。マイ国家に収録。
工夫,くふう,１ よい方法や手段をみつけようとして、考えをめぐらすこと。また、その方法や手段。２ 仏道修行などに専念すること。特に禅宗で、座禅に専心すること。
区分,くぶん,１ くぎって分けること。区別していくつかに分けること。区分け。２ 論理学で、ある概念の外延を一定の原理に従っていくつかに分けていく論理的操作。類概念をそれに従属する種概念に分けること。
区別,くべつ,あるものと他のものとが違っていると判断して分けること。また、その違い。
窪地,くぼち,くぼんでいる土地。周囲よりも低くなっている土地。
組合,くみあい,１ 互いに組みついて争うこと。組み打ち。２ 共通の目的のために何人かが寄り合って仲間を作ること。また、その人々。組。３ 民法上、二人以上の者が出資し合って共同の事業を営むことを約束する契約によって成立する団体で、法人となる資格がないもの。４ 特別法によって、特定の共同目的を果たすために、一定の資格のある者で組織することを認められている団体。協同組合・共済組合など。５ 「労働組合」の略。
組員,くみいん,組の構成員。特に、暴力団員。
組長,くみちょう,組と名のつく集団の長。特に暴力団の長。
工面,くめん,１ いろいろ手段・方法を考えて手はずを整えること。特に、なんとか工夫して金銭を用意すること。算段。２ 金回り。ふところぐあい。３ 相談。談合。
供物,くもつ,神仏に供える物。供養物。お供え。おそなえもの。
雲間,くもま,雲の切れているところ。雲の晴れ間。雲切れ。
苦悶,くもん,肉体的または精神的に苦しみもだえること。
供養,くよう,１ 死者の冥福を祈って法会を営むこと。また、開眼供養・鐘供養・経供養など寺院の仏教行事をもいう。供養会(くようえ)。２ 仏・法・僧の三宝や死者に、供物を供えること。また、その法会(ほうえ)。
苦楽,くらく,苦しみと楽しみ。
蔵元,くらもと,１ 酒・醤油などの醸造元。２ 室町時代の質屋営業者。３ 江戸時代、蔵屋敷で蔵物の出納を管理した町人。多くは掛屋(かけや)を兼ねた。
暗闇,くらやみ,１ まったく光がなく、暗いこと。また、その所。くらがり。２ 人目につかないところ。人の知らないところ。３ 見通しがたたず、将来に希望の持てないこと。
苦慮,くりょ,苦心して、いろいろと考えること。思い悩むこと。
車座,くるまざ,多くの人々が輪のように内側を向いて並んで座ること。
車代,くるまだい,１ 車を買ったり借りたりした代金。２ 車に乗ったときに支払う料金。車賃。３ 交通費の名目で支払う若干の謝礼金。
苦労,くろう,１ 精神的、肉体的に力を尽くし、苦しい思いをすること。２ 人に世話をかけたり、厄介になったりすること。
玄人,くろうと,１ 技芸などに熟達した人。ある一つの事を職業、専門としている人。専門家。くろと。２ 芸者・ホステスなど、水商売の女性。くろと。
黒帯,くろおび,１ 柔道・空手などで、有段者が締める黒色の帯。また、その帯を締めている者。２ 石川の日本酒。酒名は金沢を何度も訪れた英文学者・吉田健一が命名。コクのある辛口の酒。ラインナップは燗酒に向く純米酒「燦々」のほか、山廃純米酒「堂々」、特別純米酒「悠々」、純米吟醸酒「飄々」。原料米は山田錦、金紋錦。仕込み水は自家地下水。蔵元の「福光屋」は寛永2年(1625)創業。所在地は金沢市石引。
黒雲,くろくも,１ 黒色の雲。こくうん。２ 物事を妨げる不吉なもの。暗雲。
黒黒,くろぐろ,非常に黒いさま。真っ黒なさま。
黒字,くろじ,１ 黒い色で書いた文字。２ 収支決算の結果、余剰が生じること。また、その余剰金。黒。
黒白,くろしろ,１ 黒と白。２ 事の是非。よしあし。こくびゃく。３ 画面が色彩ではなく黒と白とで表されるもの。しろくろ。
黒星,くろぼし,１ 黒く塗りつぶした円や星形のしるし。２ 相撲の星取り表で負けを表す黒丸。 ３ 転じて、勝負に負けること。また、失敗すること。４ 的の中央にある黒い点。５ ねらいをつけた所。急所。図星。 ６ 的中すること。
黒幕,くろまく,１ 黒い色の幕。特に、歌舞伎で、場面の変わり目に舞台を隠したり、道具の奥に掛けて背景代わりにしたりする黒木綿の幕。２ 表面には出ないで、指図をしたり、はかりごとをめぐらしたりする者。３ 星新一のショートショート作品。つぎはぎプラネットに収録。
黒山,くろやま,人が大ぜい群がり集まっているさまをいう語。
黒枠,くろわく,黒色の枠。また、そのように縁どられたもの。死亡の通知や広告の枠など。
燻煙,くんえん,物を燃やして多量の煙を出すこと。また、その煙。煙でいぶすこと。
訓化,くんか,教えさとすこと。
訓解,くんかい,文章や語句を読み、その解釈を行うこと。
訓戒,くんかい,１ 物事の理非・善悪を教えさとし、いましめること。２ 会社や学校などの懲戒処罰で、最も軽いもの。
勲業,くんぎょう,国家や君主に尽くす働き、仕事。功業。
訓言,くんげん,教え導く言葉。訓辞。
勲功,くんこう,１ 国家または主君に尽くした功績。手柄。功労。２ 手柄を立てたものに対するほうび。恩賞。
君侯,くんこう,諸侯を敬っていう語。
薫香,くんこう,１ よいかおり。芳香。２ 練り香など、くゆらせてよいかおりを立てるための香料。たきもの。
訓告,くんこく,１ 教え告げること。いましめ告げること。２ 公務員の懲戒処分の一。
君子,くんし,１ 学識・人格ともにすぐれた、りっぱな人。人格者。２ 高位・高官の人。３ 東洋画の画題としての、梅・竹・蘭(らん)・菊のこと。四君子(しくんし)。
訓示,くんじ,上位の者が下位の者に執務上の注意などを教え示すこと。また、その言葉。
訓辞,くんじ,さとし戒める言葉。
燻蒸,くんじょう,１ いぶしむすこと。いぶった煙が立ちのぼること。２ 有毒ガスでいぶして殺虫・消毒を行うこと。
燻製,くんせい,魚や獣の肉を塩漬けにし、ナラ・カシ・桜など樹脂の少ない木くずをたいた煙でいぶし、乾燥させた食品。
訓読,くんどく,１ 漢字を、その意味にあたる日本語の読み方で読むこと。「花」を「はな」、「草」を「くさ」と読む類。くんよみ。２ 漢文を日本語の文法に従って、訓点をつけて読むこと。
薫風,くんぷう,初夏、新緑の間を吹いてくる快い風。
君臨,くんりん,１ 主君として国家を統治すること。２ ある分野で、強大な力を持って他を支配すること。
訓練,くんれん,１ あることを教え、継続的に練習させ、体得させること。２ 能力・技能を体得させるための組織的な教育活動のこと。
勲労,くんろう,国家や主君に対して功労のあること。勲功。功績。
訓話,くんわ,教えさとすための話。また、教訓的な話。
句案,くあん,文章・和歌・俳句などを作ろうとして、あれこれ考えをめぐらすこと。
句意,くい,句の意味。俳句の意味。
水鶏,くいな,１ クイナ科の鳥。全長29センチくらいで尾は短い。背面は茶褐色で黒い縦斑があり、顔から胸は青ねずみ色。冬に湿地や水田でみられる。冬くいな。２ ツル目クイナ科の鳥の総称。スズメ大から小形の鶏大のものまで約130種が世界中に分布。日本ではクイナ・ヒクイナなど11種が知られる。詩歌にとりあげられ、鳴く声を「たたく」といわれるのは夏鳥のヒクイナのこと。
九院,くいん,比叡山にある九つの主要な堂塔。一乗止観院・定心院・総持院・四王院・戒壇院・八部院・山王院・西塔院・浄土院の九つ。
空尉,くうい,航空自衛官の階級の一。空佐と准空尉との間で、一・二・三等があり、諸外国空軍の大・中・少尉に相当する。
空域,くういき,航空機の航行安全のために、地上の区域と高度を限って設定された空中の区域。
空運,くううん,航空機による運送。空輸。
空屋,くうおく,人の住んでいない家。あきや。
空虚,くうきょ,１ 内部に何もないこと。また、そのさま。から。２ 実質的な内容や価値がないこと。むなしいこと
空軍,くうぐん,航空兵力を主力とし、空中における戦闘を主任務とする軍隊。
空閨,くうけい,夫婦の片方がいないために、独りで寂しく寝る寝室。孤閨。空房。「―をかこつ」
空隙,くうげき,すきま。間隙。
空拳,くうけん,１ 手に武器・道具などを何も持たないこと。素手(すで)。２ 財力や他人の援助などに頼らず、自力で事に当たること。
空言,くうげん,１ 根拠のないうわさ。そらごと。２ 実行の伴わない言葉。
空谷,くうこく,人のいない寂しい谷間。
空佐,くうさ,航空自衛官の階級の一。空将補と空尉との間で、一・二・三等があり、諸外国空軍の大・中・少佐に相当する。
空際,くうさい,１ 天と地との接する所。天際。２ 仏語。空の極まるところとしての涅槃(ねはん)。
空士,くうし,航空自衛官の階級の一。空曹の下で、空士長および一・二等があり、諸外国空軍の上等・一等・二等兵に相当する。
空自,くうじ,自衛隊の一。航空幕僚監部、航空総隊・飛行教育集団・航空救難隊などの部隊、各種学校などからなり、航空幕僚長の補佐を受けた防衛大臣の統括の下に防空を主な任務とする。昭和29年（1954）設置。
空手,くうしゅ,何も持っていないこと。徒手。空拳。からて。
空襲,くうしゅう,航空機で地上目標を襲撃すること。
空所,くうしょ,空いた所。何もない所。
空将,くうしょう,航空自衛官の最高位の階級。空将補の上。諸外国空軍の大・中将に相当する。
空晶,くうしょう,鉱物内部にある結晶形をした空洞。
空振,くうしん,爆発や噴火などで起こる大気の振動。
空戦,くうせん,１ 航空機どうしによる空中での戦闘。２ 選挙戦術の一。知名度を生かし、街頭で名前を連呼して浮動層の支持を獲得すること。３ 文書や資料の提供がなく、発言のみで議論がなされること。また、発言のやりとりが続くばかりで、結論の出ない会議のこと。４ サッカーで、ヘディングによるボールの奪い合い。また、野球で、本塁打による得点の取り合い。
空船,くうせん,人や荷物をのせていない船。からぶね。
空疎,くうそ,見せかけだけでしっかりした内容や実質がないこと。また、そのさま。空虚。
空曹,くうそう,航空自衛官の階級の一。准空尉と空士の間で、一・二・三等があり、諸外国空軍の曹長・軍曹・伍長に相当する。
空弾,くうだん,発射音だけを発するようにした弾薬。空包。からだま。
空談,くうだん,１ むだ話。雑談。２ 根拠のない話。また、実行できない話。
空地,くうち,１ 宅地や農地として利用していない土地。あき地。２ 都市計画で、公園・広場・道路などをいう。また、建築基準法で、建物に占有されていない部分をいう。
空腸,くうちょう,小腸のうち、十二指腸と回腸との間の部分。
空調,くうちょう,建物内の空気の温度・湿度や清浄度などを調節し、快適な状態に保つこと。空気調和。空気調節。エアコンディション。エアコン。
空挺,くうてい,地上部隊が、航空機によって敵地に侵攻すること。
空電,くうでん,雷などの放電によって発生する雑音電波。通信電波の受信などの妨害となる。
空嚢,くうのう,１ からの袋。２ からの財布。
空爆,くうばく,航空機から爆弾を投下して攻撃すること。
空幕,くうばく,防衛省に置かれ、防衛大臣に直属する機関の一。幕僚長の統率のもとに、航空自衛隊の、防衛・教育訓練・装備・人事などに関する計画の立案、部隊の管理・運営などを行う。
空発,くうはつ,１ 爆薬などが目的物を破壊することができず、むだに爆発すること。２ 小銃などで、ねらいを定める前に弾丸を発射すること。
空費,くうひ,時間・労力などをむだに使うこと。むだづかい。徒費。
空便,くうびん,航空便。
空文,くうぶん,実際の役に立たない文章。効力のない文書。法規などにいう。「―化した条約」
空母,くうぼ,航空機を搭載し、それを発着させる飛行甲板や格納庫を備えた軍艦。第二次大戦から海軍の主力を占めるようになった。
空包,くうほう,弾丸の代わりに木・紙製の栓を薬莢(やっきょう)の先につめ、発射音だけが出るようにした演習用・儀礼用の弾薬。⇔実包。
空法,くうほう,１ 非現実的な方法。２ 国際民間航空条約の規定に準拠して、航空機の航行の安全を図り、航空機による運送事業の秩序確立・発展を目的とする法律。昭和27年（1952）施行。
空胞,くうほう,細胞内にあって、原形質を欠き、液胞膜に包まれ、細胞液を満たす部分。成長した植物細胞に発達し、代謝産物や色素なども含む。一部の動物細胞にもみられる。
空房,くうぼう,１ 人のいない部屋。空室。あきま。２ 夫婦の片方がいないために、独りで寂しく寝る寝室。孤閨。空房。
空米,くうまい,現物として存在しない帳簿上の米。また、その米を取引すること。⇔正米(しょうまい)。
空明,くうめい,１ 清らかな水に映る月影。２ 何もなく明らかなこと。また、空中。
空輸,くうゆ,航空機によって人・貨物・郵便物などを輸送すること。空中輸送。
空雷,くうらい,雷撃機から水中に投下して敵の艦船を攻撃する魚雷。航空魚雷。
空理,くうり,現実とかけ離れた、役に立たない理論。「―空論」
空陸,くうりく,１ 空中と陸上。２ 空軍と陸軍。
空冷,くうれい,エンジンなどを空気で冷やすこと。
空路,くうろ,１ 航空機の飛行経路。２ 航空機を利用すること。
九絵,くえ,ハタ科の海水魚。全長1メートルに達する。体色は茶褐色に白斑が雲状に流れる。本州中部以南の磯にすむ。大物は「もろこ」ともよばれる。
区営,くえい,地方自治法によって区が経営・管理していること。「―駐輪場」
久遠,くおん,１ 仏語。長く久しいこと。遠い過去または未来。２ ある事柄がいつまでも続くこと。永遠。
句会,くかい,俳句を作り、批評しあう集まり。
区会,くかい,東京都の特別区および財産区の議決機関。
苦界,くがい,１ 苦しみの多い世界。生死を繰り返して流転するこの世。人間界。２ 遊女のつらい境遇。
苦艾,くがい,ニガヨモギの漢名。
公廨,くがい,１ 官庁。役所の建物。官衙(かんが)。くげ。２ 公のもの。諸官庁の用度品。くげ。
苦学,くがく,１ 苦労を重ねて学問をすること。２ 働いて学資や生活費を作りながら勉強すること。
句数,くかず,１ 句の数。２ 連歌・俳諧で、百韻または歌仙一巻のうち同季・同種の句を何句まで連ねてよいか規定したもの。３ 連歌・俳諧で、一巻を巻き終わったあと、懐紙の巻末に作者名とその句の数を記入すること。句上げ。
九月,くがつ,一年の9番目の月。長月。色取り月。菊月。
句柄,くがら,連歌や俳句などの句のできばえ・品格、また持ち味。
苦寒,くかん,１ 非常に厳しい寒さ。また、厳しい寒さに苦しむこと。２ ひどい貧乏のために苦しむこと。貧苦。３ 陰暦12月の異称。
句眼,くがん,詩句の中で眼目となるところ。
久喜,くき,埼玉県北東部の市。東北本線と東武伊勢崎線とが交差する交通の要地。足利政氏の館跡の甘棠院(かんとういん)がある。平成22年（2010）に菖蒲町・栗橋町・鷲宮町と合併。
群来,くき,魚が産卵のために沿岸に大群で来ること。特に、ニシンについていう。→鰊群来(にしんくき)
供犠,くぎ,神に、いけにえを供える宗教的・呪術的(じゅじゅつてき)儀式。また、そのいけにえ。きょうぎ。
句義,くぎ,文章などの句の意義。
区議,くぎ,区議会を構成する議員。区会議員。
口義,くぎ,口で伝える奥義。口訣(くけつ)。口伝(くでん)。
茎桶,くきおけ,茎漬けをする桶。茎の桶。
茎茶,くきちゃ,茎の部分だけで製した緑茶。
茎長,くきなが,なぎなた・刀・槍などの構え方の一。柄のもとのほうを持つ構え方。
釘煮,くぎに,イカナゴの幼魚の佃煮。兵庫県明石近辺の郷土料理。
