name,reading,meaning
縦谷,じゅうこく,褶曲(しゅうきょく)山脈の走向と平行する谷。浸食に弱い地層の部分が浸食されて谷となったもの。
重刻,じゅうこく,既刊の書物を、同じ版で増刷すること。また、その本。
重根,じゅうこん,方程式の根のうちで、等しいものが二つ以上あるときの根。二つが等しい二重根、三つが等しい三重根など。
銃座,じゅうざ,射撃をするとき、銃を据える台。
重罪,じゅうざい,重い罪。重大な罪。重科。
重殺,じゅうさつ,野球で、ダブルプレー。併殺。
重三,じゅうさん,双六(すごろく)で、二つの賽(さい)の目がともに三と出ること。朱三。ちょうさん。
従姉,じゅうし,年上の、女のいとこ。
獣脂,じゅうし,獣類からとった脂肪。
縦恣,じゅうし,好きかってにふるまうこと。
重視,じゅうし,重要なものとして注目すること。
住持,じゅうじ,１ 一寺の主僧を務めること。また、その僧。住持職。住職。２ 仏の教えをかたく守ること。
十字,じゅうじ,１ 10個の文字。２ 十の字の形。十文字(じゅうもんじ)。３ キリスト教徒が、キリストが受難にあった十字架になぞらえて、祈祷(きとう)の際に手で描く十字の形。４ 十字形に並んで見える星座。北半球では白鳥座(はくちょうざ)、南半球では南十字座。５ 検地の用具。材木で、縦横ともに1尺2寸（約36センチ）くらいの十字形に切り組み、中央に水縄を入れるくぼみを刻んだもの。これを田の中央に張ってある水縄に当てて角度を測量する。６ 蒸し餅・まんじゅうの異称。
縦射,じゅうしゃ,前後に重なって並ぶ敵や、行軍隊形の敵を縦貫するように射撃すること。
銃手,じゅうしゅ,銃の撃ち手。射撃手。
柔術,じゅうじゅつ,徒手で打つ・突く・蹴る・投げる・組み伏せるなどの方法によって相手を攻撃し、また防御する日本古来の武術。やわら。
重唱,じゅうしょう,二つ以上の声部を、それぞれ一人ずつが担当して歌うこと。二重唱・四重唱など。連唱。
銃傷,じゅうしょう,銃弾で撃たれてできた傷。鉄砲傷。
縦条,じゅうじょう,動物の体表にある縞模様で、頭と尾を結ぶ軸と平行なもの。縦条。縦縞。
重職,じゅうしょく,責任の重い重要な職務。また、その職にある人。
従臣,じゅうしん,つきしたがう臣下。供の家来。
獣心,じゅうしん,けもののように、道理をわきまえない残忍な心。
縦陣,じゅうじん,艦隊などで、各艦を縦に一直線に並べた陣形。
十数,じゅうすう,単位を表す語の上に付いたり、助数詞を伴ったりして、それが10以上20未満であることを表す。
獣性,じゅうせい,１ 獣類のもつ性質。２ 人間のもつ、肉体的欲望などの動物的な性質。また、人間の凶暴・残忍な一面。「獣性をむき出しにする」
重星,じゅうせい,肉眼では1個に見えるが、望遠鏡では2個以上に見える恒星。2個の恒星からなる二重星が多い。相互に遠く離れていても方向が一致しているために接近して見えるものと、距離が近くて引力を及ぼし合っている連星とがある。
重石,じゅうせき,灰重石・マンガン重石・鉄マンガン重石・銅重石など、タングステン酸塩鉱物の総称。
重責,じゅうせき,重大な責任。
縦線,じゅうせん,１ たての線。たてせん。２ 楽譜で、小節を区切る垂直線。小節線。
十全,じゅうぜん,１ 少しも欠けたところがないこと。十分に整っていて、危なげのないこと。また、そのさま。万全。２ 概念または判断が、その表す対象と完全に相応すること。
住僧,じゅうそう,その寺に住んでいる僧。
重創,じゅうそう,重いきず。ふかで。重傷。
重奏,じゅうそう,二つ以上の声部を、それぞれ一人ずつが楽器で担当して演奏すること。二重奏・三重奏・四重奏など。アンサンブル。
重層,じゅうそう,幾重にも層になって重なること。
重曹,じゅうそう,炭酸水素ナトリウムのこと。
重葬,じゅうそう,すでに埋葬されている同一の場所に、重ねて埋葬すること。
従卒,じゅうそつ,将校に専属して、身の回りの世話などをする兵卒。将校当番兵。従兵。
従孫,じゅうそん,兄弟または姉妹の孫。
獣帯,じゅうたい,黄道を挟んで南北各8度ずつ、幅16度の帯。太陽、月、主な惑星はこの中を動く。黄道十二宮に相当する黄道十二星座があり、動物名の星座が多いため、獣帯とも呼ばれた。
縦帯,じゅうたい,動物の体表にある縞模様で、頭と尾を結ぶ軸と平行なもの。縦条。縦縞。
十代,じゅうだい,１ 10の世代。２ 10番目の代。３ 10歳から19歳までの年齢。10歳代。また、その年齢の人。ティーンエージャー。
重代,じゅうだい,１ 先祖代々伝わっていること。また、そのもの。累代(るいだい)。２ 先祖伝来の宝物。特に、刀剣をいう。３ 何代も代を重ねること。代々伝えること。
獣炭,じゅうたん,１ 昔、粉炭を練って獣の形に作ったもの。中に香を入れてたくのに使った。２ 活性炭の一。動物の血・骨などを乾留して得られる炭素質の物質。脱色剤などとして使用。
十段,じゅうだん,１ 柔道・空手などでの最高段位。２ 囲碁の七大タイトルの一。昭和37年（1962）創設。十段戦の勝者がタイトルを手にする。
獣畜,じゅうちく,野獣と家畜。けだもの。
従弟,じゅうてい,年下の、男のいとこ。
充電,じゅうでん,１ 蓄電池・蓄電器に外部から電流を流し、電気エネルギーを蓄えること。２ 人が次に行う物事に備えて、活力を蓄えること。
重土,じゅうど,１ 酸化バリウムの異称。２ 多量の粘土を含んでいて、粘性が強く、耕作しにくい土壌。日本では北海道北部の洪積台地に分布。
充棟,じゅうとう,棟木(むなぎ)にとどくほど蔵書が多いこと。
重盗,じゅうとう,野球で、ダブルスチール。
柔道,じゅうどう,日本古来の柔術諸流派をもとに、明治15年（1882）嘉納治五郎によって創始された格闘技。心身を鍛練修養し、青少年の教育に貢献することを目的とした。技は、投げ技・固め技・当て身技の3部門から成る。第二次大戦後、スポーツとして世界的に普及。
獣肉,じゅうにく,けものの肉。特に、イノシシなど野生動物の肉。
重日,じゅうにち,暦注の一。巳(み)の日と亥(い)の日。陽に陽が重なり、陰に陰が重なる日で、善事も悪事も重なるといい、忌み事にはこの日を避ける。
十人,じゅうにん,人数が10であること。とたり。
十年,じゅうねん,1年の10倍。また、長い年月。
十能,じゅうのう,炭火を入れて持ち運ぶ道具。金属製の容器に木の柄をつけたもの。じゅうの。
戎馬,じゅうば,戦争に使用する馬。軍馬。
重爆,じゅうばく,爆弾の搭載量が大きく、航続距離も長大な大型爆撃機。
重箱,じゅうばこ,料理を詰める箱形のふた付き容器。二重・三重・五重と重ねて用いる。漆塗りが多く、蒔絵(まきえ)を施したものもある。お重。
重罰,じゅうばつ,重い罰。厳罰。重刑。
縦帆,じゅうはん,帆船の船首と船尾を結ぶ線に沿って、帆柱の片側に張られる帆。三角型の帆が多く、操帆作業が容易で、風上への逆走性能にすぐれ、小型船に多い。スクーナーがその典型。
重犯,じゅうはん,１ 重い犯罪。また、それを犯した者。２ 二度以上重ねて罪を犯すこと。また、犯した者。
柔皮,じゅうひ,しなやかなかわ。
獣皮,じゅうひ,けもののかわ。
従父,じゅうふ,父の兄弟。おじ。
従物,じゅうぶつ,法律で、ある物（主物）の継続的な利用に供するため、それに付属させる他の物。家屋に対する畳、金庫に対する鍵など。
重文,じゅうぶん,１ 主語と述語をもつ関係が二つ以上並列的に含まれる文。２ 昭和25年（1950）に制定された文化財保護法による有形文化財のうち、重要として文部科学大臣が指定したもの。特に文化史的価値の高いものは国宝に指定。重文。
従兵,じゅうへい,将校に専属して、身の回りの世話などをする兵卒。将校当番兵。
従母,じゅうぼ,母の姉妹。母方のおば。
什宝,じゅうほう,家宝として秘蔵する器物。什物(じゅうもつ)。
銃砲,じゅうほう,小銃と大砲。また、銃器。
従僕,じゅうぼく,男の召使い。下男。下僕。
従妹,じゅうまい,年下の、女のいとこ。
柔毛,じゅうもう,やわらかい毛。和毛(にこげ)。
獣毛,じゅうもう,けものの体毛。
絨毛,じゅうもう,１ 小腸粘膜面にある、細かい突起。表面積を増大させ、栄養素を効果的に吸収する。柔突起。２ 哺乳類の胎盤と子宮壁との接触面にある突起。酸素や栄養素の交換が行われる。
十目,じゅうもく,多くの人の見る目。衆目。
什物,じゅうもつ,１ 日常使っている器具類。什器。２ 代々伝わる宝物。秘蔵の宝。什宝。
十薬,じゅうやく,１ ドクダミの別名。２ ドクダミの花期の地上部を乾燥させたもの。民間療法で、利尿・解毒薬などに用いる。
重訳,じゅうやく,原語から直接に翻訳するのでなく、一度他の外国語に翻訳されたものを通して翻訳すること。また、その翻訳したもの。ちょうやく。
重油,じゅうゆ,１ 原油から揮発油・灯油・軽油などを分留したあとの、残りの高沸点の油。黒色で粘度が高く、比重0.9～1.0。真空蒸留すると潤滑油・アスファルトが得られる。ディーゼル機関・大型ボイラーなどの燃料に使用。２ コールタールから得られるクレオソート油。
十翼,じゅうよく,「易経」の解釈書。経の本文を補翼する10編の書の意で、彖伝(たんでん)（上・下）、象伝(しょうでん)（上・下）、繋辞伝(けいじでん)（上・下）、文言伝、説卦伝(せっかでん)、序卦伝(じょかでん)、雑卦伝の10編からなる。孔子の著とされてきたが、成立は戦国時代から秦・漢代のころ。
従来,じゅうらい,以前から今まで。これまで。従前。
重利,じゅうり,１ 大きな利益。２ 複利法の計算による利息。重利。
十両,じゅうりょう,１ 1両の10倍。２ 相撲で、前頭(まえがしら)の次位、幕下の上位。関取としての待遇を受ける。十枚目。
重力,じゅうりょく,地球上の物体が地球から受ける引力で、物体の重さの原因となっている力。地球の万有引力と地球自転による遠心力との合力。
獣類,じゅうるい,けだものの類。けもの類。
縦裂,じゅうれつ,たてに裂けること。また、その裂け目。
重連,じゅうれん,機関車を2両連結にすること。多く、急勾配の区間で行われる。3両連結は三重連という。
樹影,じゅえい,物に映る樹木の姿。また、樹木がつくるかげ。こかげ。
寿宴,じゅえん,長寿を祝う宴。賀宴。
儒家,じゅか,儒者の家。また、儒者。じゅけ。
樹下,じゅか,樹木の下。じゅげ。
寿賀,じゅが,長寿の祝い。賀寿。
受戒,じゅかい,出家または在家の信者が、仏の定めたそれぞれの戒律を受けること。
樹海,じゅかい,広い範囲に樹木が繁茂し、見下ろすと海のように見える所。
儒官,じゅかん,儒学をもって公務に就いている者。また、公の機関で儒学を教授する者。
樹冠,じゅかん,樹木の上部の、枝・葉の茂っている部分。
樹幹,じゅかん,樹木のみき。
樹間,じゅかん,木と木との間。このま。
呪願,じゅがん,法会または食事の時に、施主の願意を述べ、幸福などを祈ること。また、その祈願の文章。
入眼,じゅがん,１ 新作の仏像などに開眼(かいげん)をすること。開眼。じゅげん。２ 叙位や除目(じもく)のときに、位階だけを記した位記や官職だけを書いた文書に、氏名を書き入れて完成させること。じゅげん。３ 物事が成就すること。完了。
受寄,じゅき,寄託を引き受けること。
需供,じゅきょう,需要と供給。需給。
熟議,じゅくぎ,十分に論議を尽くすこと。
熟計,じゅくけい,よく計画を練ること。また、その計画。
熟蚕,じゅくさん,蚕の幼虫が十分に成長し、桑を食べるのをやめて繭を作りはじめる時期に達したもの。体は飴色(あめいろ)に見える。
熟柿,じゅくし,よく熟して柔らかくなったカキの実。ずくし。じゅくしがき。
熟紙,じゅくし,すいてから加工を施した紙。雲母(きらら)や礬水(どうさ)を引いたり、染色したりしたものなど。
熟視,じゅくし,つくづくと見ること。じっと見つめること。凝視。
熟字,じゅくじ,2字以上の漢字を合わせて一つのまとまった意味を表すもの。また、それに用いる字。
塾舎,じゅくしゃ,１ 塾の建物。２ 塾生の寄宿舎。
熟女,じゅくじょ,30歳代から50歳代の、成熟した色気の漂う女性。
塾生,じゅくせい,塾で学ぶ学生・生徒。塾に寄宿している学生・生徒。
熟地,じゅくち,よく様子を知っている土地。
塾長,じゅくちょう,塾の長。塾頭。
熟田,じゅくでん,よく耕して、手入れのゆきとどいている田。
塾頭,じゅくとう,塾の責任者。塾長。
熟畑,じゅくばた,よく耕して、手入れのゆきとどいている畑。
熟否,じゅくひ,１ 果実・穀物などの、熟すことと熟さないこと。２ 事に慣れていることと慣れていないこと。
熟苗,じゅくびょう,移植するのに適当な状態に生育した苗。
熟眠,じゅくみん,ぐっすり眠ること。熟睡。
熟和,じゅくわ,１ よくこなれること。よく消化すること。２ 和やかにむつみ合うこと。
樹形,じゅけい,樹木の幹・枝などがつくりだす外形。樹木の種類によってほぼ決まっているが、環境条件により変化がある。
綬鶏,じゅけい,キジ科ジュケイ属の鳥の総称。鶏大で、赤・灰・褐色などの地に白や灰色の斑点がある。雄は頭部に肉質の突起や、のどに肉垂れをもつ。中国からヒマラヤにかけ5種が分布。吐綬鶏(とじゅけい)。
樹高,じゅこう,樹木の高さ。地面から樹冠の先端までの高さ。
儒艮,じゅごん,海牛目ジュゴン科の哺乳類。全長約3メートル。海草を食う。前肢はひれ状で、後肢は退化。水平で三日月形の尾びれをもつ。乳頭が胸にあるため、哺乳する姿から人魚に擬せられることがある。紅海・インド洋からオーストラリア北部に至る熱帯の海に少数が分布する。沖縄にも現れ、天然記念物。ざんのいお。
呪禁,じゅごん,まじないを唱えて物の怪(け)などの災いをはらうこと。
呪師,じゅし,１ まじないをする職。呪禁(じゅごん)師。２ 法会に際して、加持祈祷(きとう)など密教的な行法をする僧。法呪師。ずし。３ 法会のあとなどに2の行う行法の威力をわかりやすく演技で示す者。寺院に属する猿楽法師が担当した。呪師猿楽。のろんじ。ずし。
寿詞,じゅし,祝いの気持ちを述べた言葉や文章、また、詩歌。よごと。
樹枝,じゅし,樹木のえだ。
儒者,じゅしゃ,１ 儒学を修めた人。儒学を講じる人。儒学者。２ 江戸幕府の職名。若年寄に属し、将軍に儒学の経典を進講し、文学のことをつかさどった。数人いたが、林家は特別で、代々その任にあった。儒官。ずさ。
授爵,じゅしゃく,爵位をさずけること。また、さずかること。
呪術,じゅじゅつ,神や精霊などの超自然的力や神秘的な力に働きかけ、種々の願望をかなえようとする行為、および信念。まじない・魔法・魔術など。
儒書,じゅしょ,儒学に関する書物。
綬章,じゅしょう,功績を表彰して与えられる、ひものついた記章。
樹上,じゅじょう,樹木の上。
樹心,じゅしん,樹木の幹や枝のしん。
数珠,じゅず,仏・菩薩を礼拝するときに手に掛ける仏具で、小さい玉をつないだ輪。玉の数は通常108個あり、百八煩悩を除くためといわれる。また、宗派によって数を54や27などに減らしたものもある。念珠。ずず。
寿星,じゅせい,１ 老人星(ろうじんせい)の異称。２ 馬の眉間(みけん)にあるつむじ。
樹勢,じゅせい,樹木の生長する勢い。
鋳銭,じゅせん,銭を鋳ること。ちゅうせん。
樹霜,じゅそう,大気中の水蒸気が昇華して樹木などに付着した、氷の結晶。霧氷の一種。
寿像,じゅぞう,その人の存命中につくっておく肖像彫刻・肖像画。
寿蔵,じゅぞう,生前に自分でつくっておく墓。寿冢(じゅちょう)。
戍卒,じゅそつ,国境やとりでなどを守備する兵卒。番兵。戍兵。
樹帯,じゅたい,山を取り巻いて、同じくらいの高さの木が帯状に茂っている所。
述懐,じゅっかい,１ 思いをのべること。２ 過去の出来事や思い出などをのべること。３ 恨み言をのべること。愚痴や不平を言うこと。
術計,じゅっけい,はかりごと。計略。
術後,じゅつご,手術したあと。
述語,じゅつご,１ 文の成分の一。主語について、その動作・作用・性質・状態などを叙述するもの。「鳥が鳴く」「山が高い」「彼は学生だ」の「鳴く」「高い」「学生だ」の類。２ 論理学で、判断（命題）において、主語について何か主張されている概念。例えば、「犬は哺乳類である」における哺乳類。賓概念。賓辞。
術者,じゅつしゃ,手術や治療をほどこす人。また、魔術・忍術・占いなどを行う人。
術前,じゅつぜん,手術をする前。
述部,じゅつぶ,文の成分の一。主語または主部に対して陳述・説明をする部分で、述語とそれを修飾する語からなるもの。
恤兵,じゅっぺい,物品を送って、戦地の兵士を慰問すること。
寿塔,じゅとう,生前に建てておく塔婆。
授刀,じゅとう,刀を授けること。
樹頭,じゅとう,樹木のてっぺん。木の頂。
儒道,じゅどう,１ 儒学または儒教の道。２ 儒教と道教。
受肉,じゅにく,神が人の形をとって現れること。キリスト教では、神の子キリストがイエスという人間性をとって、この地上に生まれたこと。
樹氷,じゅひょう,およそ氷点下5度以下に冷却した水蒸気や過冷却の水滴が、樹木などに吹きつけられ凍結してできた氷。気泡を多く含むため白色不透明で、もろい。霧氷の一。
呪符,じゅふ,種々の災難をしりぞけ、幸いをもたらすとされる物体。奇石・骨・お札など多様。護符。お守り。
寿福,じゅふく,長命で幸福なこと。福寿。
儒仏,じゅぶつ,儒教と仏教。
呪物,じゅぶつ,超自然的な霊威や呪力をもつとされて神聖視される物。庶物。
授粉,じゅふん,花粉を人の手で雌しべの柱頭につけること。人工授粉。
呪法,じゅほう,１ 呪文を唱えて行う法式。特に、密教で、呪文を唱えるなどして行う修法。２ 呪術。まじない。
寿命,じゅみょう,１ 生命の存続する期間。特に、あらかじめ決められたものとして考えられる命の長さ。命数。２ 物の使用に耐える期間。また、その限界。
呪文,じゅもん,１ 修験道・陰陽道などで唱えるまじないの文句。２ 呪術的効果を望んで唱える言葉。一定のきまり文句の反復が多い。
樹葉,じゅよう,樹木の葉。
入来,じゅらい,他人が来訪することを敬っていう語。おいで。来駕(らいが)。光来。にゅうらい。
聚落,じゅらく,人の集まり住む村。集落。
樹立,じゅりつ,１ しっかりと立つこと。また、しっかりとうちたてること。２ 交配によって新品種を作出すること。３ 生体から単離した細胞や遺伝子などに何らかの手を加えた細胞を安定的に培養し、医学や生物学の研究に利用できる状態にすること。
呪力,じゅりょく,まじない、またはのろいの力。呪術の基礎をなす超自然的・非人格的な力。
儒林,じゅりん,儒学者の仲間。
准尉,じゅんい,軍人および自衛官の階級の一。曹長の上、少尉（自衛官では三尉）の下。旧日本陸軍では、将校ではないが敬礼・服装などは士官に準じる。准士官。
純一,じゅんいつ,まじりけがないこと。飾りけや、うそ偽りがないこと。また、そのさま。
巡閲,じゅんえつ,巡回して実状を調べること。
巡演,じゅんえん,各地を上演してまわること。
純音,じゅんおん,単一の振動数で、完全な正弦波形を描く音。音叉(おんさ)や真空管発振器などの音の類。単純音。
純化,じゅんか,１ まじりけを除いて純粋にすること。また、邪心などをなくすこと。醇化。２ 複雑なものを単純にすること。単純化。
順観,じゅんかん,十二縁起や四諦(したい)の法などを、順序に従って観ずること。
準規,じゅんき,よりどころとして従うべききまり。
順気,じゅんき,１ 順調な気候。２ 順調な気分。
準急,じゅんきゅう,急行列車よりやや停車駅の数の多い列車。
鶉居,じゅんきょ,人の住居の定まらないこと。また、一時的な住まい。
順境,じゅんきょう,物事が都合よく運んでいる境遇。
巡化,じゅんげ,僧が諸国を巡り歩き、説法し教化(きょうけ)すること。
純系,じゅんけい,すべての遺伝子についてホモである個体から、自家受精や近親交配を繰り返すことによって作り出される、遺伝型が均一な子孫をつくる個体群。
純計,じゅんけい,計算・集計などで、重複した分を除いた総計。
旬月,じゅんげつ,１ 10日間、あるいは、1か月。転じて、わずかな日数。２ 10か月。
純絹,じゅんけん,絹だけからなる糸。また、その織物。本絹。純絹。
巡見,じゅんけん,ある目的をもって見て回ること。
純減,じゅんげん,一定期間内の純粋減少部分。
巡幸,じゅんこう,天皇が各地を見回って歩くこと。
順光,じゅんこう,写真で、カメラの方向から被写体の方向へさす光線。
順行,じゅんこう,１ 順序に従って逆らわずに進んでいくこと。逆らわずに行うこと。２ 地球から見て、惑星などが天球上を西から東へ向かって動く視運動。３ 惑星や小惑星の運動のように、地球の公転と同じ方向に動く天体の軌道運動。
順講,じゅんこう,１ 順番に講義すること。輪講。２ 邦楽の一中節で、おさらいのこと。
殉国,じゅんこく,１ 国家のために身命を捨てて尽くすこと。２ 吉村昭の小説。殉国に収録。
純黒,じゅんこく,まっくろ。
巡査,じゅんさ,１ 警察官の階級の一。巡査部長の下で最下位。一般職の地方公務員。役職は警視庁・警察署の係員など。２ 一般に、警察官。
蓴菜,じゅんさい,スイレン科の水生の多年草。池沼に生え、葉は長さ約10センチの楕円形で長い柄をもち、水面に浮かぶ。若芽や新葉は表面に寒天様の粘液を多く分泌する。5、6月ごろの若芽・若葉は食用となり、珍重される。ぬなわ。
旬朔,じゅんさく,１ 10日とついたち。２ 10日間。
巡察,じゅんさつ,見回って事情を調査すること。
順鞘,じゅんざや,１ 株式相場で、当然高くてよい銘柄が高く、当然安くてよい銘柄が安いこと。２ 市中銀行の貸出金利が中央銀行の基準割引率および基準貸付利率（公定歩合）を上回った場合、およびその差。３ 資金が調達時よりも運用利回りによって上回り、利益が出る状態。
旬日,じゅんじつ,10日間。10日くらいの日数。
巡錫,じゅんしゃく,僧が、各地をめぐり歩いて教えを広めること。
醇酒,じゅんしゅ,濃厚な濁り酒。また、まじりけのない酒。
准将,じゅんしょう,米国などの軍人の階級の一。少将の下位、大佐の上位。代将。
準縄,じゅんじょう,おきて。てほん。規則。
潤色,じゅんしょく,１ 色をつけ光沢を加えること。２ 表面をつくろい飾ったり事実を誇張したりしておもしろくすること。３ 天の恵み。また、幸運。
純色,じゅんしょく,一つの色相の中で彩度のいちばん高い鮮やかな色。
準星,じゅんせい,X線・光・赤外線など膨大なエネルギーを放出しスペクトルが著しく赤偏する天体。数十億光年以上遠くにあり、星のように見える。1963年に強い電波を出す天体として発見されたが、電波の弱いものもある。準星。準恒星状天体。
準正,じゅんせい,嫡出でない子が、その父母の婚姻・認知によって嫡出子の身分を取得すること。
準線,じゅんせん,楕円・双曲線・放物線で、曲線上の点から焦点に至る距離との比が一定であるような定直線。
純増,じゅんぞう,一定期間内の純粋増加部分。
順達,じゅんたつ,廻状などを順送りすること。
馴致,じゅんち,なれさせること。なじませること。また、徐々にある状態になっていくこと。
順潮,じゅんちょう,１ 潮の流れに従って進むこと。２ 物事が調子よく運ぶこと。とどこおりなくはかどること。また、そのさま。
順手,じゅんて,鉄棒・平行棒などで、手の甲を上にして上から握る握り方。順手握り。
順天,じゅんてん,天の道に従って背かないこと。
閏統,じゅんとう,正統でない系統、また血筋。
順道,じゅんどう,１ 順当な道すじであること。また、そのさま。２ 順当な道理であること。また、そのさま。
順徳,じゅんとく,１ 道理に従う徳。２ 徳に従ってすなおなこと。
殉難,じゅんなん,国家や宗教などにかかわる危難のために、身を犠牲にすること。
旬年,じゅんねん,10年。10か年。
純美,じゅんび,まじりけがなく美しいこと。純粋な美しさ。また、そのさま。醇美(じゅんび)。
潤筆,じゅんぴつ,書や絵をかくこと。
純分,じゅんぶん,金銀貨や地金に含まれている純金や純銀の分量。
准母,じゅんぼ,天皇の生母と同等の地位を与えられた女性。内親王の場合が多く、一般に皇后または女院の称号を与えられる。
旬報,じゅんぽう,10日ごとに出す報告。また、10日ごとに刊行される雑誌・新聞など。
準法,じゅんぽう,法律や規則にのっとること。また、それに基づいて事を行うこと。
遵奉,じゅんぽう,法律・命令・教えなどを尊重して、これに従うこと。
純綿,じゅんめん,まじりもののない綿糸。また、その綿糸で織った布地。
巡遊,じゅんゆう,各地を巡り歩くこと。
旬余,じゅんよ,10日余り。10日以上。
準用,じゅんよう,１ ある物事を標準として適用すること。２ ある事項に関する規定を、他の類似の事項に必要な変更を加えて当てはめること。例えば、民法上の売買の規定を他の有償契約に当てはめるなど。
馴養,じゅんよう,動物を飼いならして育てること。
巡覧,じゅんらん,各地を見て回ること。
純利,じゅんり,総収益から総費用を差し引いた純粋の利益。純収益。
準率,じゅんりつ,準拠すべき割合。
順流,じゅんりゅう,１ 水が順路に従って流れていくこと。また、その流れ。２ 水の流れに従って下ること。転じて、世の移り変わりに身をまかせること。
純量,じゅんりょう,総重量から容器などの目方を差し引いた目方。正味の重量。
楯鱗,じゅんりん,サメ・エイ類にみられるうろこ。真皮から突出した象牙質をエナメル質が覆い、構造は歯と似る。サメでは密生して鮫肌(さめはだ)となるが、エイでは散在する。
純林,じゅんりん,一種類の樹木だけからなる森林。単純林。
巡歴,じゅんれき,諸所を巡り歩くこと。
順列,じゅんれつ,１ 順序に従って並べること。２ 数学で、n個のものからr個を取り出し、順序を決めて1列に並べたもの。その総数をnPrで表すと、nPr＝n（n－1）（n－2）…（n－r＋1）となる。
馴鹿,じゅんろく,トナカイのこと。
時余,じよ,1時間余り。
女医,じょい,女性の医師。
自用,じよう,１ 自分が使うこと。自家用とすること。２ 自分の用事。私用。３ 他人の意見を聞き入れないで、かってに振る舞うこと。
上衣,じょうい,上に着る衣服。うわぎ。
上医,じょうい,診断や治療の上手な医者。
常衣,じょうい,平常に着る衣服。ふだん着。
常居,じょうい,家の中で、家族がいつもいる部屋。居間(いま)。
譲位,じょうい,天皇や君主がその位を譲ること。
攘夷,じょうい,外敵を追い払って国内に入れないこと。
浄域,じょういき,１ 神聖な地域。社寺の境内。また、宗教上の霊地。２ 極楽浄土。浄土。
冗員,じょういん,むだな人員。
畳韻,じょういん,１ 韻が同じ漢字2字を重ねること。また、その熟語。２ 同じ韻で詩を作ること。
浄穢,じょうえ,清浄なものと、けがれたもの。また、浄土と穢土。
上越,じょうえつ,上野(こうずけ)と越後(えちご)。
女王,じょうおう,１ 女性の王。２ 王の后(きさき)。３ 内親王の宣下のない皇族の女性。４ 皇族で、3世以下の嫡男系嫡出の女性。旧皇室典範では5世以下の皇族の女性。５ その分野で最も実力または人気のある女性。
上音,じょうおん,１ 高い調子の声。高声。２ ある発音体の発する音のうち、基音よりも振動数の多い音。倍音など。
畳音,じょうおん,同じ音または音節が重なって、一つの語となったもの。「みみ」「たたく」「めきめき」など。
上科,じょうか,生物分類学上の単位の一。必要な場合に、目と科の間に設けられる。
情歌,じょうか,１ 恋の思いを詠んだ歌。恋歌。２ 都々逸(どどいつ)の異称。
情火,じょうか,火が燃えるように激しく高ぶる情欲。
浄火,じょうか,神聖な火。神仏にささげるけがれのない火。
常会,じょうかい,１ 時期を決めて開く会合。定期的な会合。２ 毎年1回、定期的に召集される国会。1月中に召集され、会期は150日間。常会。
城外,じょうがい,１ 城の外。２ 城の外へ出て行くこと。都から外へ出て行くこと。
定格,じょうかく,１ 格式を正しく守ること。かたくるしいこと。また、そのさま。２ 一定のきまり。
上顎,じょうがく,うわあご。
上官,じょうかん,上級の官職。また、その人。
上燗,じょうかん,程よい酒の燗。また、その酒。熱燗と温(ぬる)燗の中間程度。
乗艦,じょうかん,軍艦に乗り込むこと。また、乗り込んでいる軍艦。
冗官,じょうかん,むだな官職。無用の官吏。
城館,じょうかん,城郭と住居を兼ねた、大きな建物。
条款,じょうかん,箇条。条項。くだり。
常規,じょうき,普通一般の規則。また、標準。
常軌,じょうき,つねにふみ行うべき道。普通のやり方や考え方。常道。
条規,じょうき,条文の規定・規則。
縄規,じょうき,１ 墨糸とぶんまわし。２ きまり。規則。
上議,じょうぎ,議題に取り上げること。
常行,じょうぎょう,１ ふだんの行い。２ 仏語。怠りなく、常に修行をすること。
上金,じょうきん,純度の高い金。上質の金。
常勤,じょうきん,臨時でなく、原則として毎日一定の時間、勤務すること。
上矩,じょうく,外惑星が太陽と90度離れて東に見えること。日没時に南中すること。東方矩。
冗句,じょうく,１ 不必要な文句。むだな文句。冗文(じょうぶん)。２ おどけた文句。冗談。
畳句,じょうく,文章や詩で、同一の句を重ねて用いる手法。また、その句。
縄矩,じょうく,１ 墨縄(すみなわ)と差し金。２ 標準。規律。
乗具,じょうぐ,乗馬の用具。手綱・鞍など。馬具。
上宮,じょうぐう,一つの神社に複数の社(やしろ)があるとき、位置が最も上方または奥にある社。上社(かみしゃ)。かみのみや。
上掲,じょうけい,上に掲げること。前に述べること。前掲。
上計,じょうけい,すぐれた計画。上策。
浄血,じょうけつ,病毒などのない、きれいな血。また、血をきれいにすること。
上繭,じょうけん,製糸原料として合格したまゆ。普通繭ともいい、不合格のものは選除繭という。
上元,じょうげん,三元の一。陰暦正月15日の称。この日、小豆がゆを食べると一年中の災いを避けられるとされる。
上古,じょうこ,１ 大昔。２ 日本史、特に文学史の時代区分の一。文献の存する限りで最も古い時代。ふつう、大化の改新のころまでをいう。
情語,じょうご,情のこもった言葉。
漏斗,じょうご,口の狭い容器に液体を注ぎ込む用具。らっぱのような形で、細い先を瓶などの口に差し込み、上から液体を流し入れる。ろうと。
上皇,じょうこう,天皇が位を退いてからの尊称。太上(だじょう)天皇。下居(おりい)の帝(みかど)。
常香,じょうこう,仏前に供えて常にたいておく香。不断香。
情好,じょうこう,親密な仲。よしみ。
